,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
1794,2020-12-27,0,363,0,363,0.008,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201227,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1795,2021-01-06,106,933,90,890,0.019,16,43,0.001,47300,POINT (-87.604053 41.780991),60637-20210106,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1796,2020-12-20,21,143,21,143,0.003,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201220,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1797,2021-01-10,29,1207,4,998,0.021,25,209,0.004,47300,POINT (-87.604053 41.780991),60637-20210110,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1798,2020-12-24,35,359,35,359,0.008,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201224,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1799,2021-01-13,78,1392,50,1078,0.023,28,314,0.006999999999999999,47300,POINT (-87.604053 41.780991),60637-20210113,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1800,2020-12-29,73,450,73,450,0.01,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201229,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1801,2020-12-19,41,122,41,122,0.003,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201219,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1802,2021-01-18,180,1873,148,1419,0.03,32,454,0.01,47300,POINT (-87.604053 41.780991),60637-20210118,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1803,2020-12-17,24,26,24,26,0.001,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201217,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1804,2021-01-20,187,2269,132,1729,0.037000000000000005,55,540,0.011000000000000001,47300,POINT (-87.604053 41.780991),60637-20210120,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1805,2020-12-30,122,572,122,572,0.012,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201230,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1806,2021-01-05,47,827,31,800,0.017,16,27,0.001,47300,POINT (-87.604053 41.780991),60637-20210105,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1807,2021-01-09,76,1178,24,994,0.021,52,184,0.004,47300,POINT (-87.604053 41.780991),60637-20210109,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1808,2020-12-23,68,324,68,324,0.006999999999999999,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201223,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1809,2021-01-04,70,780,64,769,0.016,6,11,0.0,47300,POINT (-87.604053 41.780991),60637-20210104,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1810,2021-01-14,61,1453,46,1124,0.024,15,329,0.006999999999999999,47300,POINT (-87.604053 41.780991),60637-20210114,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1811,2020-12-18,55,81,55,81,0.002,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201218,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1812,2021-01-19,209,2082,178,1597,0.034,31,485,0.01,47300,POINT (-87.604053 41.780991),60637-20210119,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1813,2020-12-28,14,377,14,377,0.008,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201228,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1814,2020-12-31,46,618,46,618,0.013000000000000001,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201231,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1815,2021-01-15,125,1578,94,1218,0.026000000000000002,31,360,0.008,47300,POINT (-87.604053 41.780991),60637-20210115,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1816,2021-01-11,49,1256,7,1005,0.021,42,251,0.005,47300,POINT (-87.604053 41.780991),60637-20210111,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1817,2021-01-08,85,1102,35,970,0.021,50,132,0.003,47300,POINT (-87.604053 41.780991),60637-20210108,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1818,2020-12-22,79,256,79,256,0.005,0,0,0.0,47300,POINT (-87.604053 41.780991),60637-20201222,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1819,2021-01-03,84,710,79,705,0.015,5,5,0.0,47300,POINT (-87.604053 41.780991),60637-20210103,52092,49503,19546,"$185,100","$28,785",2.35,0.1597276933,7907,0.8014261762,39673,0.02413995111,1195,2249,418,29,457,21956,27547,30.50 years,27.70 years,32.40 years
1820,2021-01-07,83,786,38,728,0.012,45,58,0.001,58669,POINT (-87.771902 41.787032),60638-20210107,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1821,2021-01-08,93,879,33,761,0.013000000000000001,60,118,0.002,58669,POINT (-87.771902 41.787032),60638-20210108,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1822,2021-01-09,56,935,20,781,0.013000000000000001,36,154,0.003,58669,POINT (-87.771902 41.787032),60638-20210109,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1823,2021-01-10,19,954,6,787,0.013000000000000001,13,167,0.003,58669,POINT (-87.771902 41.787032),60638-20210110,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1824,2021-01-11,63,1017,21,808,0.013999999999999999,42,209,0.004,58669,POINT (-87.771902 41.787032),60638-20210111,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1825,2021-01-12,93,1110,42,850,0.013999999999999999,51,260,0.004,58669,POINT (-87.771902 41.787032),60638-20210112,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1826,2021-01-13,89,1199,60,910,0.016,29,289,0.005,58669,POINT (-87.771902 41.787032),60638-20210113,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1827,2021-01-14,85,1284,70,980,0.017,15,304,0.005,58669,POINT (-87.771902 41.787032),60638-20210114,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1828,2021-01-15,55,1339,45,1025,0.017,10,314,0.005,58669,POINT (-87.771902 41.787032),60638-20210115,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1829,2021-01-16,38,1377,28,1053,0.018000000000000002,10,324,0.006,58669,POINT (-87.771902 41.787032),60638-20210116,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1830,2021-01-17,15,1392,13,1066,0.018000000000000002,2,326,0.006,58669,POINT (-87.771902 41.787032),60638-20210117,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1831,2021-01-18,55,1447,45,1111,0.019,10,336,0.006,58669,POINT (-87.771902 41.787032),60638-20210118,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1832,2021-01-19,98,1545,61,1172,0.02,37,373,0.006,58669,POINT (-87.771902 41.787032),60638-20210119,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1833,2021-01-20,126,1671,85,1257,0.021,41,414,0.006999999999999999,58669,POINT (-87.771902 41.787032),60638-20210120,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1834,2021-01-21,150,1821,125,1382,0.024,25,439,0.006999999999999999,58669,POINT (-87.771902 41.787032),60638-20210121,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1835,2021-01-22,161,1982,147,1529,0.026000000000000002,14,453,0.008,58669,POINT (-87.771902 41.787032),60638-20210122,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1836,2021-01-23,110,2092,107,1636,0.027999999999999997,3,456,0.008,58669,POINT (-87.771902 41.787032),60638-20210123,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1837,2021-01-24,33,2125,31,1667,0.027999999999999997,2,458,0.008,58669,POINT (-87.771902 41.787032),60638-20210124,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1838,2021-01-25,115,2240,80,1747,0.03,35,493,0.008,58669,POINT (-87.771902 41.787032),60638-20210125,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1839,2021-01-26,146,2386,100,1847,0.031,46,539,0.009000000000000001,58669,POINT (-87.771902 41.787032),60638-20210126,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1840,2021-01-27,203,2589,177,2024,0.034,26,565,0.01,58669,POINT (-87.771902 41.787032),60638-20210127,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1841,2021-01-28,211,2800,180,2204,0.038,31,596,0.01,58669,POINT (-87.771902 41.787032),60638-20210128,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1842,2021-01-29,235,3035,212,2416,0.040999999999999995,23,619,0.011000000000000001,58669,POINT (-87.771902 41.787032),60638-20210129,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1843,2021-01-30,152,3187,132,2548,0.043,20,639,0.011000000000000001,58669,POINT (-87.771902 41.787032),60638-20210130,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1844,2021-01-31,27,3214,21,2569,0.044000000000000004,6,645,0.011000000000000001,58669,POINT (-87.771902 41.787032),60638-20210131,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1845,2021-02-01,157,3371,133,2702,0.046,24,669,0.011000000000000001,58669,POINT (-87.771902 41.787032),60638-20210201,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1846,2021-02-02,250,3621,198,2900,0.049,52,721,0.012,58669,POINT (-87.771902 41.787032),60638-20210202,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1847,2021-02-03,274,3895,229,3129,0.053,45,766,0.013000000000000001,58669,POINT (-87.771902 41.787032),60638-20210203,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1848,2021-02-04,185,4080,164,3293,0.055999999999999994,21,787,0.013000000000000001,58669,POINT (-87.771902 41.787032),60638-20210204,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1849,2021-01-02,27,566,27,566,0.01,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20210102,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1850,2020-12-23,34,311,34,311,0.005,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201223,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1851,2020-12-18,73,95,73,95,0.002,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201218,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1852,2020-12-15,0,0,0,0,0.0,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201215,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1853,2020-12-30,80,510,80,510,0.009000000000000001,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201230,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1854,2020-12-26,5,327,5,327,0.006,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201226,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1855,2021-01-03,9,575,9,575,0.01,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20210103,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1856,2020-12-19,48,143,48,143,0.002,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201219,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1857,2020-12-25,0,322,0,322,0.005,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201225,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1858,2020-12-29,73,430,73,430,0.006999999999999999,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201229,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1859,2020-12-21,54,224,54,224,0.004,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201221,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1860,2020-12-16,0,0,0,0,0.0,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201216,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1861,2021-01-05,47,666,44,659,0.011000000000000001,3,7,0.0,58669,POINT (-87.771902 41.787032),60638-20210105,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1862,2021-01-04,44,619,40,615,0.01,4,4,0.0,58669,POINT (-87.771902 41.787032),60638-20210104,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1863,2020-12-20,27,170,27,170,0.003,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201220,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1864,2020-12-24,11,322,11,322,0.005,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201224,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1865,2020-12-28,30,357,30,357,0.006,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201228,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
1866,2020-12-17,22,22,22,22,0.0,0,0,0.0,58669,POINT (-87.771902 41.787032),60638-20201217,55780,55026,19698,"$208,800","$67,984",2.79,0.7997855559,44009,0.040835241519999996,2247,0.3880892669,21355,690,555,45,8871,26821,28205,37.50 years,36.30 years,38.60 years
